Han character,Source,Source 2,Location,Provider,Age,Contributor,Contributed Date
"月 光光, 照 廳中. 一都鎮, 好風光. 果子 園, 果 飄 香. 大後溪, 名 野 響. 狀元厝, 讀書 響. 東關寨, 換 新裝. 羅漢里, 傳統 着. 一都 美名 傳 四方, 傳 四方.","帅气小太阳. 福清童谣《月光光》一都镇版本[EB/OL]. bilibili, 2020-06-01[2020-07-19]. https://www.bilibili.com/video/BV11f4y127Kr.",,fuqi,,,关彳山,2020-07-20
